title,content,user_id,specialty_id,video_id,created_at,updated_at
liver pathology,"dual blood supply: portal vein/hepatic artery<br>hepatocytes, bile duct cells, endothelial cells, kupffer cells, stellate cells (storage vA - between hepatocytes and endothelials - activated in injury they lay down collagen)<br>sponge - vascular sinusoids - from portal tracts to central veins in centre hepatic artery, bile ducts, portal veins surrounded by limiting plate - along tracts to central vein<br>metabolic - cholesterol<br>synthetic - albumin, clotting<br>storage - cholesterol, glycogen<br>detoxification - drugs<br>5 pathologies:<br>infections<br>alcohol<br>drugs<br>metabolic<br>autoimmune<br><br>common pathways:<br><b>HEPATIC FAILURE</b> - &gt;90% reduction in functional capacity<br><b>acute</b> = sudden massive injury to normal liver<br><b>decompensated </b>= minor insult to sick liver<br>features:<br>encephalopathy<br>coagulopathy<br>jaundice (predom conjugated)<br>if decompensated - signs of chronic liver disease = palmar erythema, ascites etc.<br>associated: hepato-pulmonary and hepato-renal syndromes + increased infection<br><br><b>3 states preceding failure:</b><br>acute liver disease<br>chronic liver disease<br>cirrhosis<br><br>6 months cut off<br><b>acute</b> - &lt;6m - infections, alcohol, drugs, s&amp;s variable, icteric hepatitis<br><b>chronic</b> - &gt;6m, s&amp;s: 80% asymptomatic, 15% variable, 5% episode of icteric hepatitis (2 phases: prodrome of systemic upset, followed by jaundice and pruritis)<br><br><b>CIRRHOSIS</b><br>minority with chronic liver disease go on to develop it - whole liver fibrosis with nodules of regenerating hepatocytes - disruption of vascular architecture - stellate cells (sit under endothelial cells of sinusoids) secrete collagen - kupffer cells release cytokines that activate stellate cells<br><b>classification</b>: <br>old classification - nodule size: micro &lt;3cm / macro &gt;3cm<br>new classification - aetiology: alcohol, hepatitis<br><b>complications</b>:<br>portal hypertension - disruption liver architecture, splenomegaly, portosystemic anastomoses eg. oesophageal varices, caput medusa<br>hepatocellular carcinoma - increased cell cycles of hepatic cell loss and regeneration<br>most patients asymptomatic<br><b>stigmata</b>: clubbing, palmar erythema, dupytrens, bruising, liver flap, asterixis, spider naevai, caput<br>ascites and jaundice suggest decompensation<br><br>cytokines from kuppfer cells <br><br><br>",916,4,25,2013-04-19 15:47:47 UTC,2013-04-23 17:26:56 UTC
"",Heelllwww,7753,15,172,2013-04-19 08:03:39 UTC,2013-04-19 08:03:39 UTC
Untitled,,5561,168,,2013-04-18 17:55:09 UTC,2013-04-18 17:55:09 UTC
Anaesthetic Drugs,"<ul><li><b>Induction</b></li></ul><b><br>Propofol&nbsp;</b>(non-barbturate agent)<br><br>Hepatic metabolism<br><br>Commonly used with opiate (for sedative effect/pain relief) and lidocaine (irritant to vein)<br><br>SE: Vasodilator (Therefore decreases CVP, affecting CO and BP)<br><br><b>Thiopentone&nbsp;</b>(Short acting barbiturate)<br><br>Used in rapid sequence induction.<br><br>SE: Post-op nausea and somnolence (hence not often used)<br><br><b>Sevoflurane (Anaesthetic vapour)</b><br><br><b></b>Used in paeds, no IV access needed.<br><br><br><ul><li><b>Muscle Relaxants</b></li></ul><b><br></b><b>Deolarising agents<br><br>Suxamethonium&nbsp;</b>(binds post synaptic ACh receptor, depolarises cell)&nbsp;not broken down by ACh-esterase<br>(Usually broken down in 7mins, unless pseudocholinesterase deficient)<br><br><b>Non-depolarising agents<br></b><br><b>Rocuronium &amp; Atracurium&nbsp;</b>(competitively binds ACh receptor, prevents cell depolarisation)<br>(NB Atracurium causes bronchospasm but is better in liver/renal failure as it is broken down in blood)<br><br><br><ul><li><b>Maintenance</b></li></ul><br><b>Desflurane&nbsp;MAC = 6&nbsp;</b>(Irritant so not in smokers/asthma, but recover quicker)<b><br></b><b>Isoflurane&nbsp;MAC = 1.1&nbsp;</b>(Cheaper, but slower recovery)<b><br>Sevoflurane MAC = 2.2&nbsp;</b>(Best profile, but very expensive)<br><b><br></b>(MAC = minimum concentration of vapour required to keep 50% people anaesthetised at sea level)<b><br><br>Propofol (infusion) TIVA<br><br><br></b><ul><li><b>Emergency Drugs</b></li></ul><b><br></b>Bradycardia (BP fine): Anti-cholinergic: Atropine, glycopyrulate<br><b><br></b>Hypotension (HR fine): Alpha agonist: Pheylepherine, metaraminol<br><br>Bradycardia &amp; Hypotension: Alpha &amp; beta agonist: Ephedrine<br><br>Hypertension: (if underanaesthetised give analgesia) Beta blockers: labetolol or Alpha2 agonist: Clonidine<br><br><br><ul><li><b>Post-Operative (Reversal)</b></li></ul><b>Neostigmine</b> (ACh-esterase Inhibitor) ACh concentration increases and allows reversal of block<br>Given with Glycopyrulate to prevent associated bradycardia<br><br><b>Antiemetics:<br></b><b><br></b>Cyclizine (Anti histaminergic) &nbsp;PRN<br>Ondansetron (5HT3 antagonist) &nbsp;PRN<br><br>Dexamethosone (usually pre-op)<br><br><b><br>Analgesia<br></b><br><b></b>Opiates: Morphine, Fentanyl, Remifentanyl, Codeine, Tramadol<br>Non-opiates: Paracetamol, Diclofenac<br><br>Methods:&nbsp;PCAs, Epidurals, IV",1623,30,118,2013-04-18 16:35:56 UTC,2013-04-18 16:35:56 UTC
Untitled,,9808,167,,2013-04-18 12:54:23 UTC,2013-04-18 12:54:23 UTC
epiplepsy,2 x or more seizures within a 24hr period. not just one! Diagnosed by a neurologist. They perform MRi and EEG. They start them on antiepileptic drugs<br>,1782,12,206,2013-04-16 16:08:31 UTC,2013-04-16 16:09:19 UTC
Neurology beginners notes,"mets secondary from:<br><ul><li>breast</li><li>lung</li><li>kidney <br></li><li>Malignant melanoma</li></ul>primary - astrocytoma <br>oligodendrcytoma<br><br>Surgical Sieive:<br><br>Vascular, Infective, Neoplastic, Degenerative<br>Degenerative&nbsp;<br><ul><li>Cortex - Alzheimer's/FTD/Vascular</li><li>Ganglia -&gt; Parkinson's/MSA/Huntington's</li><li>Motor Neuron -&gt; ALS/SMA</li></ul>Ganglia -&gt; responsible for movement<br>",1782,12,51,2013-04-16 10:29:46 UTC,2014-03-23 17:11:54 UTC
Urology,Urine Retention 16/4/13,9809,18,,2013-04-16 09:28:06 UTC,2013-04-16 09:28:29 UTC
Untitled,,9722,7,,2013-04-16 00:11:38 UTC,2013-04-16 00:11:38 UTC
Untitled,,9809,10,,2013-04-15 23:03:42 UTC,2013-04-15 23:03:42 UTC
cardiovascular examination,"slow rising low volume pulse, heaving left ventricular cardiac impulse, narrow pulse pressure, high pitch ejection systolic radiates to carotids - soft or absent 2nd heart sound - <b>aortic stenosis</b><br><br>well/unwell<br>large neck - obstructive sleep apnoea, hypothyroidism<br>high output cardiac<br>hyperpigmentation - haemochromatosis, bronze diabetes, addisons (labile blood pressure), amiodarone (photosensitive rash - slate grey), acanthosis nigricans (T1DM)<br>cushings - HPT, mitral facies (mitral stenosis), downs (ventriucular/atrial septal defects), tall and long arm span (marfans), amputations (diabetes), arteriovenous fistulae (10-20% inc in cardiac events)<br>pericarditits - prefer to sit forwards<br><br><b>HANDS</b><br>clubbing - congenital cyanotic heart disease, <br>periph cyanosis<br>cap refill - level of heart, 5 secs<br>tar stains<br>visible pulsations (quincke's signs (aortic regurg)<br>trophic changes: koilonychia (fe defic - anaemia - high output cardiac failure), beau's lines (post MI, HF), onycholysis, splinter haemorrhages (sub acute infective endocarditis, rheumatoid, glomerulonephritis)<br><br><b>signs of endocarditis</b>:<br>oslers nodes - TENDER - nodules on pulps<br>janeway lesions - PAINLESS - purple, palmar macules<br>roths spots<br><br><b>hands:</b> diaphoretic (vasovagal, inf MI, poor LV function, aortic stenosis)<br>tremor: drugs, etoh, thyrotoxicosis<br>arachnodactyly - marfans<br>polydactyly - atrial septal defect<br>xanthomata - tendon (T2 fam hypercholesteroleamia), palmar (T3 hyperlipidaemia)<br><br>hypermobility - CT diseases<br><br><b>RADIAL PULSE</b> lateral to tendon of flexor carpi radialis - <br>presence (systolic &gt;90) / absence (aortic dissection, perpheral embolus, takayasus, post cardiac catheterisation via radial)<br><b>rate</b> - fast normal slow - brady &lt;60 tachy &gt;100<br><b>rhythm</b> - regular/irregular (regularly (sinus arrhythmia, ectopics, wenckeback / irregularly AF)<br><b>collapsing</b>/water hammer (corrigans pulse) - aortic regurgitation<br><b>left/right</b> radials - delay aortic arch aneurysm, aortic dissection, subclavian stenosis<br><b>radio/femoral delay</b> (same side) - hallmark of coarctation or narrowing of aorta<br><br><b>BRACHIAL PULSE</b> medial to biceps tendon<br>korotkoff I = sound (systolic) with ea pulse / korotkoff V = disappearance (diastolic) / korotkoff IV muffling use in kids only<br>difference between arms - aneurysms, dissection, coarctation, subclavian stenosis<br>MAP = systolic minus diastolic divided by 3 plus diastolic &gt;60 sufficient for end organ perfusion<br>pulse pressure - systolic-diastolic narrow in aortic stenosis and hypovolaemia, wide in aortic regurg and sepsis<br>pulsus paradoxus drop &gt;15 on inspiration - left ventricular compressive states and impaired venous return<br>postural drops in bp - &gt;20 systolic &gt;10 diastolic<br><br>NECK VEINS<br>height - internal jugular<br>waveform - internal jugular = jvp<br>kinking can be misleading - check both sides if cant see one 4-5cm = normal <br>JVP - falls during inspiration due to -ve intrathoracic pressure<br>hepatojugular reflux - HF- increases venous return - rise in pressure sustained of at least 4cm for greater than 15sec, or on release a drop of 4cm or more<br><br>a wave = atrial contraction - diastole - column of blood up svc: absent in atrial fibrillation, giant in tricuspid stenosis, cannon atrial contraction against closed tricuspid in complete heart block usu intermittent<br>c wave = close of tricuspud not normally visible<br>x descent = ventricular systole - atrial stretch and drop in pressure: steep compressed r atrium, constrictive pericarditis, tamonade<br>v wave = passive filling against cdlosed tricuspid: giant in tricuspid regurg (merge <br>y descent = tricuspid opens - passive movement from r atrium to r ventricle: rapid tricuspid regurg, slow y descents = tricuspid stenosis<br><br>CAROTID PULSE - posterolateral to larynx<br>volume<br>waveform - slow rising (outflow obstruction - aortic stenosis), collapsing (aortic regurg, shunts, patent ductus arteriosis, COPD, high cardiac output), bisferens (double impulse - mixed), alternans (severe LV failure), jerky (hypertrophic obstructive cardiomyopathy), pulsus paradoxus (weaker on inspiration)<br><br>FACE<br>malar rash - SLE, mitral stenosis<br>large collar size - <br>pallor<br>EYES<br>arcus - hypercholesterolaemia, elderly<br>xanthelasma - hypercholesterolaemia<br>jaundice - <br>bobbing/subluxated lens in marfans<br>thyroid dysfunction - periorbital oedema (hypothyroid - bradycardia and heart block) (hyperthyroid - tachy arrhythmia)<br>blue sclera - CT diseases<br>jaundice - haemolysis - anaemia - cardiac probs + valvular disease can cause haemolysis<br>fundoscopy - evidence of HPT, diabetes, roths spots (endocarditis)<br>MOUTH<br>angular stomatitis - B12 defic<br>high arched palate - marfans<br>dental hygeine - risk for cvs<br>beefy red sore tongue - B12 defic<br><br>PRECORDIUM<b><br></b>visible pulsations, deformities (pulmonary artery hypertension)<br>cardiac impulse: position and character - mid clav, ant axillary or mid axillary line - <br>heaves - left side and right - enlargement of chamber on that side<br>thrills - palpable murmurs - aortic stenosis, ventricular septal defect<br><br>hyperdynamic apex beat - volume overlaod - aortic regurg, mitral regurg, pda, vsd<br>sustained - pressure overload - lvh, hpt, aortic stenosis, <br>tapping - palpable S1 - mobile mitral stenosis<br>double/jerky - HOCM or dyskinetic lv aneurysm<br>displaced - cardiomyopathy<br>pericardial knock - constrictive pericarditis<br><br>AUSCULTATION<br>bell for lower pitch (light pressure) / diaphragm for higher pitch<br>mitral - 5th ic sp mid clav - sound rushes through to apex<br>tricuspid - 5th ic sp left sternal edge<br>aortic - 2nd ic r sternal edge A2 - <br>pulm - 2nd ic l sternal edge<br>listen over carotids - deep breath in and hold<br>left sternal edge - deep breath in and hold - aortic regurg<br><br><b>RILE</b><br>right sided murmurs increased by inspriation<br>left by expiration<br>sitting forward - accentuates pericardial rub - effusion (large might not hear)<br>left lateral - mitral<br>valsalva - mitral valve prolapse - hypertrophic obstructive cardiomyopathy<br>squatting - mitral regurg / aortic stenosis<br><br>inspiration:<br>-ve intrathoracic pressure = sucks venous blood through R heart + stretch in RA - bainbridge reflex heart rate quickens and drop in JVP - pulsus paradoxus - cant compensate<br>relative +ve abdominal pressure<br><br><b>LUNG BASES<br></b>all signs of LVF: wheezes (cardiac asthma), rales (PE), pleural effrusions<b><br><br>SACRUM </b><br><br>ABDOMEN<br>AAA<br>hepatosplenomegal - RHF<br>enlarged kidneys - amyloidosis, pkd - bery aneurysms and HPT<br>renal bruit<br>aortic bruit<br>femoral bruit - pistol shot - high output (aortic regurg)<br>femoral scars<br><br>PERIPHERAL PULSES<br>femoral popliteal dorsalis pedis<br>femoral artery medial to sartorius - mid inguinal point (not ligament)<br>popliteal artery - in fossa - lie flat with knee slightly flexed<br>dorsalis pedis - anterior between first and second toes extensor hallucis longus<br>post tibial - posteroinferior to medial malleolus<br><br>lower limbs: rashes, pvd, diabetes, oedema (identify level - where does it go to)<br><br><br><br><b><br><br></b><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>",916,1,2,2013-04-15 16:29:54 UTC,2013-04-15 17:39:45 UTC
cardiovascular examination,"slow rising low volume pulse, heaving left ventricular cardiac impulse, narrow pulse pressure, high pitch ejection systolic radiates to carotids - soft or absent 2nd heart sound - <b>aortic stenosis</b><br><br>well/unwell<br>large neck - obstructive sleep apnoea, hypothyroidism<br>high output cardiac<br>hyperpigmentation - haemochromatosis, bronze diabetes, addisons (labile blood pressure), amiodarone (photosensitive rash - slate grey), acanthosis nigricans (T1DM)<br>cushings - HPT, mitral facies (mitral stenosis), downs (ventriucular/atrial septal defects), tall and long arm span (marfans), amputations (diabetes), arteriovenous fistulae (10-20% inc in cardiac events)<br>pericarditits - prefer to sit forwards<br><br><b>HANDS</b><br>clubbing - congenital cyanotic heart disease, <br>periph cyanosis<br>cap refill - level of heart, 5 secs<br>tar stains<br>visible pulsations (quincke's signs (aortic regurg)<br>trophic changes: koilonychia (fe defic - anaemia - high output cardiac failure), beau's lines (post MI, HF), onycholysis, splinter haemorrhages (sub acute infective endocarditis, rheumatoid, glomerulonephritis)<br><br><b>signs of endocarditis</b>:<br>oslers nodes - TENDER - nodules on pulps<br>janeway lesions - PAINLESS - purple, palmar macules<br>roths spots<br><br><b>hands:</b> diaphoretic (vasovagal, inf MI, poor LV function, aortic stenosis)<br>tremor: drugs, etoh, thyrotoxicosis<br>arachnodactyly - marfans<br>polydactyly - atrial septal defect<br>xanthomata - tendon (T2 fam hypercholesteroleamia), palmar (T3 hyperlipidaemia)<br><br>hypermobility - CT diseases<br><br><b>RADIAL PULSE</b> lateral to tendon of flexor carpi radialis - <br>presence (systolic &gt;90) / absence (aortic dissection, perpheral embolus, takayasus, post cardiac catheterisation via radial)<br><b>rate</b> - fast normal slow - brady &lt;60 tachy &gt;100<br><b>rhythm</b> - regular/irregular (regularly (sinus arrhythmia, ectopics, wenckeback / irregularly AF)<br><b>collapsing</b>/water hammer (corrigans pulse) - aortic regurgitation<br><b>left/right</b> radials - delay aortic arch aneurysm, aortic dissection, subclavian stenosis<br><b>radio/femoral delay</b> (same side) - hallmark of coarctation or narrowing of aorta<br><br><b>BRACHIAL PULSE</b> medial to biceps tendon<br><br><br><br><br><br><br><br>",916,1,2,2013-04-15 16:29:54 UTC,2013-04-15 16:29:54 UTC
cardiovascular examination,"slow rising low volume pulse, heaving left ventricular cardiac impulse, narrow pulse pressure, high pitch ejection systolic radiates to carotids - soft or absent 2nd heart sound - <b>aortic stenosis</b><br><br>well/unwell<br>large neck - obstructive sleep apnoea, hypothyroidism<br>high output cardiac<br>hyperpigmentation - haemochromatosis, bronze diabetes, addisons (labile blood pressure), amiodarone (photosensitive rash - slate grey), acanthosis nigricans (T1DM)<br>cushings - HPT, mitral facies (mitral stenosis), downs (ventriucular/atrial septal defects), tall and long arm span (marfans), amputations (diabetes), arteriovenous fistulae (10-20% inc in cardiac events)<br>pericarditits - prefer to sit forwards<br><br><b>HANDS</b><br>clubbing - congenital cyanotic heart disease, <br>periph cyanosis<br>cap refill - level of heart, 5 secs<br>tar stains<br>visible pulsations (quincke's signs (aortic regurg)<br>trophic changes: koilonychia (fe defic - anaemia - high output cardiac failure), beau's lines (post MI, HF), onycholysis, splinter haemorrhages (sub acute infective endocarditis, rheumatoid, glomerulonephritis)<br><br><b>signs of endocarditis</b>:<br>oslers nodes - TENDER - nodules on pulps<br>janeway lesions - PAINLESS - purple, palmar macules<br>roths spots<br><br><b>hands:</b> diaphoretic (vasovagal, inf MI, poor LV function, aortic stenosis)<br>tremor: drugs, etoh, thyrotoxicosis<br>arachnodactyly - marfans<br>polydactyly - atrial septal defect<br>xanthomata - tendon (T2 fam hypercholesteroleamia), palmar (T3 hyperlipidaemia)<br><br>hypermobility - CT diseases<br><br><b>RADIAL PULSE</b> lateral to tendon of flexor carpi radialis - <br>presence (systolic &gt;90) / absence (aortic dissection, perpheral embolus, takayasus, post cardiac catheterisation via radial)<br><b>rate</b> - fast normal slow - brady &lt;60 tachy &gt;100<br><b>rhythm</b> - regular/irregular (regularly (sinus arrhythmia, ectopics, wenckeback / irregularly AF)<br><b>collapsing</b>/water hammer (corrigans pulse) - aortic regurgitation<br><b>left/right</b> radials - delay aortic arch aneurysm, aortic dissection, subclavian stenosis<br><b>radio/femoral delay</b> (same side) - hallmark of coarctation or narrowing of aorta<br><br><b>BRACHIAL PULSE</b> medial to biceps tendon<br><br><br><br><br><br><br><br>",916,1,2,2013-04-15 16:29:53 UTC,2013-04-15 16:29:53 UTC
Febrile child,"&gt;37.5<br><br>Common causes:<br>- Meningitis<br>- Urinary tract infection<br>- Pneumonia<br>- Septic arthritis<br>- Otitis media<br>- Pharyngitis<br>- Tonsilitis<br>- Bronchitis<br>- Gastroenteritis<br>- Exanthems<br>- Kawsaki's dz (rare)<br><br>Ax: (green &gt; amber &gt; red =&gt; red =&nbsp;specialist)<br>ABCD<br>- colour (normal &gt; pale &gt; pale/mottled/blue)<br>- activity (normal responses &gt; lethargy/no smile/decr activity/not responding &gt; no response/looks ill/unable to rouse/weak-highpitched-continuous cry)<br>- respiratory (nasal flaring/tachypnoea RR&gt;50 (or &gt;40 if age&gt;12)/O2 sats &lt;95%/crackles &gt;&nbsp;grunt/tachypnoea &gt;60)<br>- hydration (normal/moist &gt; dry/poor feeding/ CRT &gt;3s/reduced urine output &gt; reduced skin turgour)<br>- other (fever for &gt;5days/swelling of limb or joint/nonwt bearing or not using limb/ new lump &gt;2cm. &nbsp;&gt; age 0-3mo w T&gt;38 (or3-6mo w T&gt;39)/non blanching rash/ bulging fontanelle/neck stiffness/status epileptics/focal neuro sign/focal seizure/bile stained vomiting)<br><br>Hx:<br>-source of infection (focal symptoms)<br>-effect of infection (how ill)<br>&nbsp; - how compared to normal?<br>&nbsp; - eating and drinking?<br>&nbsp; - playing?<br>&nbsp; - sleeping?<br>&nbsp; - wet nappies?<br>&nbsp; - opening bowels?<br>&nbsp; - consolable?<br><br>Ex:<br>- inspect<br>- record (T, HR, RR + ?resp distress, CRT+ ?dehydration)<br>- top to toe (head/ENT/chest/abdo/rashes - undress completely)<br><br>Mx:<br>if home then safety net + appropriate care advice<br>if red features refer to paeds specialist urgently<br>- encourage fluids<br>- fever (w distress - then loose clothing/cool fluids/paracetamol/ibuprofen - cept not ibuprofen w dehydr)<br>- educate parents&nbsp;re fever/dehydration/rashes (provide info)<br>- reassess if needed",7666,22,95,2013-04-15 10:44:53 UTC,2013-04-15 10:44:53 UTC
Neonatal Jaundice,"see table 1:30min<br><br>&lt;24 hr<br>- rhesus<br>- ABO<br>- G6PD deficiency<br>- spherecytosis<br>- congenital<br>24hr-2wk<br>- physiological<br>- breast milk jaundice<br>- infection<br>- haemolytic disorders<br>- bruising<br>&gt;2wk - unconjugated<br>- physiological (immature hepatic bilirubin conjugation; treat if SBR &gt;260)<br>- breast milk jaundice (cause unknown)<br>- infection (a) poor fluid intake, b) haemolysis, c) reduced hepatic fx, d) incr enterohepatic circulation)&nbsp;<br>- hypothyroidism<br>- haemolytic disorders<br>&gt;2wk - conjugated (dark urine, pale stools; biliary atresia important cause)<br>- sepsis<br>- TPN<br>- neonatal hepatitis<br>- cystic fibrosis<br>- bile duct obstruction<br><br>kernicterus (lethargy, poor feeding, irritability, incr tone)<br><br><br><br>Ix:<br>urine dip +/- MCS<br>bloods (SBR, FBC/film, blood grp, DCT, capillary blood gas)<br>consider septic screen (LFTs, TORCH, TFTs, RBC defects, hepatitis serology, CF test)<br>liver USS/biopsy/nuclear medicine<br><br>Mx:<br>encourage regular feeding (dehydr = worse jaundice)<br>protocol re phototherapy (light wave converts unconjugated into harmless water-soluble pigment)<br>exchange transfusion (when SBR extremely high)<br><br>kernicterus serious but rare SE<br><br>",7666,22,126,2013-04-15 10:11:38 UTC,2013-04-15 10:11:38 UTC
Basic Respiratory A&P,"Dvlp. from 28 days gestation. from endoderm.<br>Dvlpmt phases:<br><div>- embryonic (up to wk7)</div><div>- pseudoglandular (wk7-17)<br>- canalicular (wk17-27)<br>- saccular (wk28-36)<br>- alveola (wk36+)<br>Plus postnatal growth (birth-3yr)<br><br>Newborn = abdominal breathing (weak intercostal muscles)<br>obligate nose breathers<br><br>Volumes/Capacities<br>-Tidal volume<br>-Residual volume<br>-Total lung capacity<br>-Vital capacity<br>-Functional residual capacity<br><br>Spirometry</div><div>FEV1 N=75-80%<br>obstructive = reduced FEV1, N TLC<br>restrictive = N FEV1, decr TLC<br>(incr by 15% w bronchodilator = reversibility)<br>FEV1/FVC<br><br>Defence:<br>- mucous secretion (physical)<br>- ciliary action (mucous propulsion)<br>- innate immunity (complement, lysozyme)<br>- cellular immunity (T and B cells)<br></div>",7666,22,173,2013-04-15 09:59:56 UTC,2013-04-15 09:59:56 UTC
intro to clinical examination,"narrow pulse pressure + ejection systolic murmur radiating to carotids - hf secondary to aortic stenosis<br><br>A - stridor (harsh inspiratory sound - upper airway obstruction), sea-saw resps (airway obstruction), head tilt, chin lift or jaw thrust, suction, airway adjuncts<br>B - resp distress (rate, acessory muscles), oxygenation (colour, 02 sats, abg), ventilation - chest movements, auscultation<br>C - pulse, bp, cap refill, jvp, periph temp, urine output<br>D - AVPU (response to pain suggests GCS &lt;8), GCS, blood glucose<br>E - temp, rashes, blood loss, swelling<br><br>on examination<br>HELP = hands and hello (introduce, explain, consent (no coercion, informed, capacity)), exposure, lighting, positioning<br>end of bed<br>ABC = appearance (genaler, habitus, etc. + top to toe - features, facies, scars, truncal obesity, signs of vascular disease), behaviour (expression, posture), connections (leads, catheters, paraphernalia)<br><br>cultures, bloods, imaging, scopic/biopsy, functional, UBEXspecial (urine, bloods, ecg, xray, special tests)<br><br>presentation:<br>hook - lead in - <br>emphasise positive findings<br>avoid too much detail<br><br>ix<br>conservative, medical, surgical<br>justify.....<br>bloods - arterial - abg, venous - fbc, u&amp;es, lfts, crp<br><br><br><br><br><br><br><br>",916,1,1,2013-04-15 09:19:10 UTC,2013-04-15 09:46:34 UTC
Fracture Management,garden classification of fractures<br><br>NOF fractures<br>intra or extra capsular<br>close to head-sub capital<br>in middle-trans cervical<br>close to trochanteric lines-pre-trochanter,2150,17,,2013-04-14 18:38:24 UTC,2013-04-14 18:40:48 UTC
Back Pain,"ANATOMY OF THE SPINE<br><br>vertebral column<br>-protect spinal cord<br>-act at site of attachment for muscles + ribs<br>-transmit weight of trunk to lower limbs<br><br>7C, 12T, 5L, 4C<br><br>Spinal Cord<br>starts at forament magnum<br>ends at L1/2<br>long nerve roots-cauda equina<br><br>T3-medial scapula spine<br>T7-inferior scapula<br>L4-iliac crest<br>S2-PSIS<br><br>SINISTER BACK PATHOLOGY<br><br>-spinal cord compression<br>-corda equina syndrome<br>-vertebral fracture<br>-infection<br>-malignancy<br><br>RED FLAGS FOR BACK PAIN<br><br>SPINAL CORD COMPRESSION<br><br>can be compressed by tumour, fracture or disc herniation<br>back pain at level of lesion<br>LMN signs at level of lesion<br>UMN signs below lesion<br><br>cauda equina-bilateral sciatica, saddle anaesthesia and leg weakness<br>urinary retention and faecal incontinence (S2-S4)-nerve roots cause detrusor contraction, bladder sphincter relaxation and anal sphincter contraction<br><br>compression may lead to irreversible overflow incontinence-MEDICAL EMERGENCY<br><br>VERTEBRAL FRACTURES<br>-significant trauma<br>-pathological bone (osteoporosis or mets)&nbsp;with less trauma<br>-pain worse or standing, loss of height, tenderness<br><br>INFECTION<br>RARE<br>potential complication of sepsis<br>usually well localised pain<br>vertebral body may erode-fracture<br>systemically unwell<br><br>Ix-bloods and septic screen (blood cultures, sputum cultures, x ray, urine dip)<br>X ray-appearances are often delayed<br>treatment-abx<br><br>MALIGNANCY<br>primary or secondary<br>focal, constant and unremitting<br>spinal cord compression is a complication<br><br>BENIGN CONDITIONS AFFECTING SPINE<br><br>mechanical back pain<br>disc prolapse (without cord compression)<br>spinal stenosis<br>spondylolisthesis<br>ankylosing spondylitis<br><br>MECHANICAL BACK PAIN<br>very common<br>due to&nbsp;overuse of a normal structure e.g. muscle<br>typically lower back<br>worse on movement, relieved by rest<br>morning stiffness<br>loss of lumbar lordosis-muscle spasm<br>tenderness<br>usually clinical diagnosis<br>good analgesia and staying active-bed rest worsens prognosis<br><br>DISC PROLAPSE<br><br>tear in annulus of intervertebral disc-hernation of nucleus propulsus-nerve root irritation<br>L5-S1 most common site<br>""lean forward and popping sensation, then back pain starting""<br>back pain and leg pain in distribution of sciatic nerve<br>rule out compression and cauda equina syndrome<br>O/E- straight leg raise +ve (pain reproduced between 30 and 70 degrees of flexion)<br>usually clinical diagnosis but confirmed on MRI<br><br>usually self healing<br>physiotherapy, analgesia<br>surgical-discectomy+spondylodesis (fusing vertebral bodies either side of affected disc)<br><br>SPINAL STENOSIS<br>decrease in spinal canal diameter<br>common causes:<br>-spondylolisthesis<br>-OA<br>-prolapse<br>-Paget's disease<br>lower back pain progressively getting worse<br>leg pain brought on by exercise-relieved by sitting down or leaning forward-NEUROGENIC CLAUDICATION<br>compressed veins in spinal cord-impaired venous return leads to venous congestion<br>excercise-increases venous return, veins dilate and further compress nerve roots, relieved by stopping exercise<br>MRI/CT<br>refer for CT, analgesia<br>if severe-spinal surgery<br><br>SPONDYLOLISTHESIS<br>vertebral body slips forward in relation to vertebral body on top of it<br>most commonly L5<br>lower back pain, worse of standing, radiating to buttocks<br>O/E-increased lumbar lordosis<br>palpation-displacement of L spine<br>lateral Xray, spinal MRI/CT<br>management same as spinal stenosis<br>cauda equina syndrome-manage before<br><br>YELLOW FLAGS-poorer prognosis in terms of rehab<br>sick role adoption<br>wrong beliefs about pain<br>false treatment expectations<br>co-existing psychological/social factors<br><br><br><br><br><br><br>",2150,17,76,2013-04-14 17:38:55 UTC,2013-04-14 17:38:55 UTC
"",Or you can use an ABCDE approach<br>Appropriate film?<br>Breathing<br>Circulation/Heart<br>Diaphragm<br>Everything else,1782,23,98,2013-04-12 22:30:02 UTC,2013-04-12 22:30:02 UTC
Untitled,,9606,4,,2013-04-11 18:21:44 UTC,2013-04-11 18:21:44 UTC
Untitled,,6334,10,,2013-04-11 17:22:24 UTC,2013-04-11 17:22:24 UTC
Untitled,,7398,15,,2013-04-11 11:23:36 UTC,2013-04-11 11:23:36 UTC
Untitled,,9688,2,,2013-04-09 19:12:51 UTC,2013-04-09 19:12:51 UTC
